run_dir,kernel,model,train_end,val_end,best_lambda,best_C,best_epsilon,val_mse,test_mse,test_mae,test_r2,load_graphs_sec,gram_sec,fit_sec,total_sec,n_train,n_val,n_test
results/fixed/tau_0.30/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,1e-06,,,0.006802691713796459,0.001571511396794388,0.030562594014195574,0.019150877208432338,6.068838119506836,2.6490042209625244,0.5110397338867188,10.195641994476318,1450,253,984
results/fixed/tau_0.30/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,10.0,0.01,0.0063157205011531835,0.0015167015678847445,0.03002751930019493,0.05336009307288048,5.9403767585754395,2.5249571800231934,0.28200721740722656,9.577475547790527,1450,253,984
results/fixed/tau_0.30/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,1.0,,,0.007205701613570795,0.001610630116074583,0.031090695500856684,-0.005264829587570574,5.903283596038818,49.31909513473511,0.7411632537841797,56.88274049758911,1450,253,984
results/fixed/tau_0.30/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,100.0,0.05,0.006777696223681487,0.001602471816810193,0.03192526847835018,-0.00017287753856165544,6.132896184921265,49.872244119644165,0.8669073581695557,57.79579472541809,1450,253,984
results/fixed/tau_0.40/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,0.1,,,0.006891916017303443,0.0014332695668057662,0.02863855213029674,0.10543365605164579,5.064462184906006,2.120112895965576,0.5025908946990967,8.601477146148682,1450,253,984
results/fixed/tau_0.40/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,10.0,0.05,0.006604211482115227,0.0014145711697889649,0.029524145941980346,0.11710414501227662,4.883786916732788,2.1238391399383545,0.26251721382141113,8.111549139022827,1450,253,984
results/fixed/tau_0.40/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,3e-05,,,0.007042784325872079,0.0016457374298446937,0.0308034454956506,-0.027176847825054695,4.830043315887451,39.33308982849121,0.7500646114349365,45.791895151138306,1450,253,984
results/fixed/tau_0.40/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,100.0,0.05,0.00664876246350712,0.001619105896934103,0.03289269595794933,-0.010554941115166416,4.875892162322998,39.45950937271118,1.0849735736846924,46.37427115440369,1450,253,984
results/fixed/tau_0.50/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,0.1,,,0.006580967883606787,0.0015865878094764214,0.03019236714507922,0.00974099959106467,4.108137130737305,1.6935186386108398,0.5009355545043945,7.222999572753906,1450,253,984
results/fixed/tau_0.50/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,10.0,0.05,0.0065741984273431624,0.0016133436966197486,0.03205233393246645,-0.0069585224267860735,3.9651601314544678,1.6958584785461426,0.2859337329864502,6.79988431930542,1450,253,984
results/fixed/tau_0.50/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,1e-06,,,0.006901944800346461,0.001763546669895682,0.03196971333345731,-0.10070678223710239,3.9465198516845703,26.498804330825806,0.7509074211120605,32.18552231788635,1450,253,984
results/fixed/tau_0.50/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,1.0,0.05,0.00664744973655039,0.0016664772530340635,0.03258302658865442,-0.04012150410907611,3.9380722045898438,26.567864179611206,0.9516482353210449,32.44529891014099,1450,253,984
results/fixed/tau_0.25/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,3.0,,,0.00721015093879684,0.0015262671920850304,0.029764335955247162,0.0473898194185306,6.494663953781128,2.750555992126465,0.9216611385345459,11.181840181350708,1450,253,984
results/fixed/tau_0.25/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,0.1,0.05,0.007020691532602389,0.0014977345652764295,0.030753956117034378,0.0651982810807864,6.509156227111816,2.7253873348236084,0.25391125679016113,10.331039667129517,1450,253,984
results/fixed/tau_0.25/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,0.1,,,0.0072305312909283995,0.0016096593814566881,0.0310803983618903,-0.004658897207485246,6.403860569000244,53.47093653678894,1.0199370384216309,61.793707609176636,1450,253,984
results/fixed/tau_0.25/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,100.0,0.05,0.006935270075734615,0.0017168981420585404,0.034035512533313675,-0.07159130303526662,6.525929689407349,53.770397663116455,0.8196182250976562,61.949764251708984,1450,253,984
results/fixed/tau_0.30/wl/krr/run_0002,wl,krr,2019-12-31,2020-12-31,1e-06,,,0.006799646295612726,0.0015709156794819592,0.03056038853844386,0.01952275177141427,5.973511219024658,2.5281951427459717,0.7327671051025391,10.149281740188599,1450,253,984
results/fixed/tau_0.30/wl/svr/run_0002,wl,svr,2019-12-31,2020-12-31,,10.0,0.01,0.0063103135032644975,0.001515916161623166,0.030023740696891635,0.05385035867509702,5.958157539367676,2.5288825035095215,0.28699469566345215,9.72752857208252,1450,253,984
results/fixed/tau_0.30/sp/krr/run_0002,sp,krr,2019-12-31,2020-12-31,1.0,,,0.007205764601660906,0.0016106286472335482,0.03109047608508361,-0.0052638499848998155,6.024169921875,49.38973641395569,1.034162998199463,57.39654016494751,1450,253,984
results/fixed/tau_0.30/sp/svr/run_0002,sp,svr,2019-12-31,2020-12-31,,100.0,0.05,0.006774994210904984,0.001603569597710176,0.03195126767184029,-0.0008579881412724699,5.961313724517822,49.27065992355347,0.8727724552154541,57.07874011993408,1450,253,984
results/fixed/tau_0.35/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,1e-06,,,0.007006758181509634,0.0015944414409262172,0.030382947156906575,0.004839341257495966,5.457568645477295,2.358402729034424,0.8022778034210205,9.580792665481567,1450,253,984
results/fixed/tau_0.35/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,10.0,0.01,0.006631861186821194,0.0015985958254987542,0.030454760609709048,0.0022464080949748944,5.425814151763916,2.331575393676758,0.28043389320373535,8.96277928352356,1450,253,984
results/fixed/tau_0.35/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,1.0,,,0.007174074360160042,0.0016111661207042455,0.03105612837866286,-0.005599263082523898,5.462791681289673,44.918044090270996,1.1455650329589844,52.52318000793457,1450,253,984
results/fixed/tau_0.35/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,1.0,0.05,0.006777889885398111,0.0016184082810232335,0.03261347483597875,-0.010119412175974896,5.388699054718018,47.97796583175659,1.22965669631958,55.681883573532104,1450,253,984
results/fixed/tau_0.40/wl/krr/run_0002,wl,krr,2019-12-31,2020-12-31,0.1,,,0.006891454420812907,0.001433324480638636,0.028642629569055486,0.10539938502904045,5.478731632232666,2.2718191146850586,1.3281121253967285,10.019232511520386,1450,253,984
results/fixed/tau_0.40/wl/svr/run_0002,wl,svr,2019-12-31,2020-12-31,,10.0,0.05,0.006604527553131061,0.0014140692276759829,0.029519447529796877,0.11741743214572387,6.308169364929199,2.690737009048462,0.32677602767944336,10.493212223052979,1450,253,984
results/fixed/tau_0.40/sp/krr/run_0002,sp,krr,2019-12-31,2020-12-31,3e-05,,,0.007042784902266602,0.0016457312223775171,0.030803360529762104,-0.027172969905492783,6.176866292953491,45.9928412437439,2.2396914958953857,55.73957896232605,1450,253,984
results/fixed/tau_0.40/sp/svr/run_0002,sp,svr,2019-12-31,2020-12-31,,100.0,0.05,0.006649195588933884,0.0016195018246364496,0.03289868625975255,-0.010802053433723868,6.140113353729248,45.26302456855774,1.2242505550384521,53.51862812042236,1450,253,984
results/fixed/tau_0.45/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,0.0003,,,0.00645843397586559,0.001479367384094544,0.029387007351404405,0.0766619836883845,4.911217212677002,1.9436113834381104,0.6874961853027344,8.551032066345215,1450,253,984
results/fixed/tau_0.45/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,10.0,0.05,0.006162127437960631,0.001566898164079713,0.031558401318699296,0.022030187944705126,4.434709787368774,1.9568724632263184,0.2783229351043701,7.651336431503296,1450,253,984
results/fixed/tau_0.45/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,1e-06,,,0.0069781008657970565,0.0016502732790939314,0.03087536692505288,-0.030007875172455734,4.507266044616699,33.33852958679199,1.0753998756408691,39.74707293510437,1450,253,984
results/fixed/tau_0.45/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,1.0,0.05,0.0068163174591862755,0.001633489753079496,0.03254706093202433,-0.019532541064445574,4.447687149047852,33.02799725532532,1.1329760551452637,39.58111524581909,1450,253,984
results/fixed/tau_0.50/wl/krr/run_0002,wl,krr,2019-12-31,2020-12-31,0.1,,,0.006577133441910892,0.0015856682547657683,0.030183017728567255,0.01031500415653297,3.9844460487365723,1.711064100265503,0.9138016700744629,7.522624731063843,1450,253,984
results/fixed/tau_0.50/wl/svr/run_0002,wl,svr,2019-12-31,2020-12-31,,10.0,0.05,0.006577062105554249,0.0016125295156573585,0.032043813093103356,-0.006450285048156923,4.007706165313721,1.7111337184906006,0.2899038791656494,6.9596898555755615,1450,253,984
results/fixed/tau_0.50/sp/krr/run_0002,sp,krr,2019-12-31,2020-12-31,1e-06,,,0.006901970640834099,0.0017635126819207977,0.03197025151863,-0.1006854908213457,4.001903533935547,26.85368776321411,1.4625160694122314,33.25133156776428,1450,253,984
results/fixed/tau_0.50/sp/svr/run_0002,sp,svr,2019-12-31,2020-12-31,,1.0,0.05,0.006648849744946495,0.0016651949454886581,0.032570916814956226,-0.039321086079223466,4.148721933364868,28.119840621948242,1.0231523513793945,34.268487215042114,1450,253,984
results/fixed/tau_0.55/wl/krr/run_0001,wl,krr,2019-12-31,2020-12-31,1e-06,,,0.006516554601891549,0.0019938089640326355,0.03433888798881142,-0.24442351155425301,3.7790944576263428,1.5169451236724854,0.7598073482513428,6.943089246749878,1450,253,984
results/fixed/tau_0.55/wl/svr/run_0001,wl,svr,2019-12-31,2020-12-31,,0.1,0.05,0.006923207358196942,0.0017797062026815396,0.03451719364747823,-0.11079259960614518,3.702761650085449,1.5176875591278076,0.31969356536865234,6.441305875778198,1450,253,984
results/fixed/tau_0.55/sp/krr/run_0001,sp,krr,2019-12-31,2020-12-31,1e-06,,,0.006900856296947766,0.0017466838922113271,0.03221614251991121,-0.09018192912753453,3.6527795791625977,20.84633183479309,1.6264314651489258,27.153695583343506,1450,253,984
results/fixed/tau_0.55/sp/svr/run_0001,sp,svr,2019-12-31,2020-12-31,,0.1,0.05,0.007162023652384887,0.00190853906574561,0.035663740731542,-0.1912028328581381,3.986001491546631,21.367517709732056,1.2383418083190918,27.505415201187134,1450,253,984
